Timestamp,DataTimestamp,CPU Usage (%),Memory Usage (%),Steps
1717494693.7726827,"{'21001': '0,1717494693', '11002': '0,1717494692', '21002': '0,1717494692', '11001': '0,1717494691'}",2.3,14.8,DEV_TO_OCC
1717494693.7736742,"{'21001': '0,1717494693', '11002': '0,1717494693', '21002': '0,1717494692', '11001': '0,1717494692'}",0.0,14.8,DEV_TO_OCC
1717494694.6945956,"{'21001': '0,1717494694', '11002': '0,1717494693', '21002': '0,1717494693', '11001': '0,1717494692'}",1.7,14.8,DEV_TO_OCC
1717494694.7471552,"{'21001': '0,1717494694', '11002': '0,1717494694', '21002': '0,1717494693', '11001': '0,1717494693'}",11.1,14.8,DEV_TO_OCC
1717494694.8770971,29,10.1,14.8,OCC_TO_CU
1717494694.8781557,30,0.0,14.8,OCC_TO_CU
1717494694.8790922,31,0.0,14.8,OCC_TO_CU
1717494694.8799376,32,0.0,14.8,OCC_TO_CU
1717494695.9236715,"{'21001': '0,1717494694', '11002': '1,1717494695', '21002': '0,1717494693', '11001': '0,1717494694'}",5.4,14.7,DEV_TO_OCC
1717494695.9245703,"{'21001': '1,1717494695', '11002': '1,1717494695', '21002': '0,1717494694', '11001': '0,1717494694'}",66.7,14.7,DEV_TO_OCC
1717494696.8449621,"{'21001': '1,1717494696', '11002': '1,1717494695', '21002': '1,1717494695', '11001': '0,1717494694'}",1.3,14.7,DEV_TO_OCC
1717494696.8458943,"{'21001': '1,1717494696', '11002': '1,1717494696', '21002': '1,1717494695', '11001': '1,1717494695'}",0.0,14.7,DEV_TO_OCC
1717494697.6830015,"{'21001': '1,1717494697', '11002': '1,1717494696', '21002': '1,1717494696', '11001': '1,1717494695'}",1.9,14.7,DEV_TO_OCC
1717494697.745533,"{'21001': '1,1717494697', '11002': '1,1717494697', '21002': '1,1717494696', '11001': '1,1717494696'}",6.8,14.7,DEV_TO_OCC
1717494698.9953938,"{'21001': '1,1717494697', '11002': '1,1717494698', '21002': '1,1717494696', '11001': '1,1717494697'}",7.4,14.7,DEV_TO_OCC
1717494698.9962249,"{'21001': '1,1717494698', '11002': '1,1717494698', '21002': '1,1717494697', '11001': '1,1717494697'}",0.0,14.7,DEV_TO_OCC
1717494699.7132676,"{'21001': '1,1717494699', '11002': '1,1717494698', '21002': '1,1717494698', '11001': '1,1717494697'}",3.6,14.7,DEV_TO_OCC
